hotel_match,hotel_id,name,url,final_url,status,title,match_reason
yes,parafly_1023995,SL La Perla Hotel Kemer,https://www.laperlahotel.com.tr,,ssl_error,SL La Perla Hotel,SL La Perla Hotel
yes,parafly_873721,Santana Göcek,https://www.santanavillas.com,,ssl_error,Santana Villas,Santana (Gocek) - Santana Villas
yes,parafly_187116,Selvi Beach Hotel,https://www.selvibeach.com,,mismatch,Selvi Bodrum Otel: Göltürkbükü Denize Sıfır Konaklama | En İyi Fiyat,Selvi (Bodrum/Golturkbuku) same property
yes,parafly_136646,Small Beach Hotel,https://veltursmall.com,,ssl_error,Veltur Small Beach Hotel | Turgutreis Bodrum | Rezervasyon +90 252 382 28 33,Veltur Small Beach Hotel Turgutreis
yes,parafly_101847,Sultan Of Side Hotel,https://www.sultanofside.com,,ssl_error,Sultan of Side | Resmi Websitesi,Sultan of Side
yes,parafly_1210691,Sun Fire Beach Hotel,https://sunfirehotel.com/,,ssl_error,sunfirehotel.com,sunfirehotel.com
yes,parafly_649,Suncity Hotel & Beach Club,http://suncity.com.tr/en/home-page/,https://www.sundiabyliberty.com/otellerimiz/sundia-by-liberty-suncity/,redirect_suspicious,Sundia By Liberty Suncity – Fethiye Ölüdeniz’de Unutulmaz Bir Tatil,rebranded Sundia by Liberty Suncity (same property)
yes,parafly_139488,Sunis Elita Beach Resort & Spa,https://www.sunishotels.com,,mismatch,Sunis Hotels &#8211; Sonsuza kadar Sürecek Anılar,Sunis Hotels (Elita Beach is a Sunis property)
yes,parafly_765,Sunny Hill Alya Hotel,https://www.alyahotels.com,,ssl_error,Alya Hotels,Alya Hotels brand
yes,parafly_1001,Sunrise Resort Hotel,https://www.starlight.com.tr,,ssl_error,World of Sunrise | Antalya Otel | Side Otel,"Sunrise brand (World of Sunrise, Side)"
yes,parafly_877646,Sunthalia Hotels & Resorts,https://www.sunthaliahotels.com,,ssl_error,SunThalia Hotel ve Resorts,SunThalia Hotel & Resorts
yes,parafly_877961,The Luxury Shelters,https://www.theluxuryshelters.com,,ssl_error,Luxury Shelters,The Luxury Shelters
yes,parafly_627016,The Marilis Hill Resort Hotel & Spa,https://www.marilishill.com,,ssl_error,The Marilis Hill Resort &amp; Spa,Marilis Hill Resort & Spa
yes,parafly_1292,Tui Blue Pascha Bay,https://www.tthotels.com,,mismatch,TUI Hotels & Resorts Turkey,TUI Blue brand matches
yes,parafly_416509,Tui Blue Tropical,http://www.tthotels.com,,mismatch,TUI Hotels & Resorts Turkey,TUI Blue brand matches
yes,parafly_876615,Türkay Hotel,https://www.turkayhotel.com,,ssl_error,Türkay Hotel,Turkay Hotel
yes,parafly_266,Viento Hotel Alaçatı,https://vientoalacati.com,,ssl_error,Viento Hotel Alaçatı | Luxury Hotel Alaçatı,Viento Hotel Alacati
yes,parafly_785336,Yakamoz Otel,https://yakamozhotel.com,,ssl_error,Yakamoz Hotel - Yakamoz Home,Yakamoz Hotel
yes,parafly_873689,Zoe Hotel Alaçatı,https://www.zoealacati.com,,ssl_error,Zoe | Luxury Boutique Hotel,Zoe boutique hotel Alacati
yes,parafly_221486,Çınarlar Apart Otel,https://www.cinarlarapart.com,,ssl_error,Çınarlar Apart,Cinarlar Apart
yes,parafly_415487,Çıralı Zakkum Bungalow,https://www.ciralizakkumbungalow.com,,ssl_error,Çıralı Zakkum Bungalow - Çıralı Villa Bungalow Zakkum Bungalow ciralizakkumbungalow.com +90 534 516 77 07,Cirali Zakkum Bungalow
yes,parafly_872714,Ören Konak Apart Otel,https://www.orenkonakapartotel.com,,ssl_error,�ren Konak Apart Otel,Oren Konak Apart Otel
yes,parafly_225280,İllusion Beach Club Hotel + 16,https://www.illusionhotels.com,,ssl_error,&#x130;llusion Beach Club Hotel | Resmi Websitesi,Illusion Beach Club Hotel
